Function,Method,h,Approximation,Exact,AbsoluteError
exp(x),Forward,1.000000000000e-01,2.858841954874e+00,2.718281828459e+00,1.405601264148e-01
exp(x),Forward,1.000000000000e-02,2.731918655787e+00,2.718281828459e+00,1.363682732808e-02
exp(x),Forward,1.000000000000e-03,2.719641422533e+00,2.718281828459e+00,1.359594074180e-03
exp(x),Forward,1.000000000000e-04,2.718417747083e+00,2.718281828459e+00,1.359186238790e-04
exp(x),Forward,1.000000000000e-05,2.718295419957e+00,2.718281828459e+00,1.359149767222e-05
exp(x),Forward,1.000000000000e-06,2.718283187431e+00,2.718281828459e+00,1.358971569498e-06
exp(x),Backward,1.000000000000e-01,2.586787173021e+00,2.718281828459e+00,1.314946554381e-01
exp(x),Backward,1.000000000000e-02,2.704735610978e+00,2.718281828459e+00,1.354621748074e-02
exp(x),Backward,1.000000000000e-03,2.716923140478e+00,2.718281828459e+00,1.358687980823e-03
exp(x),Backward,1.000000000000e-04,2.718145918896e+00,2.718281828459e+00,1.359095627476e-04
exp(x),Backward,1.000000000000e-05,2.718268237079e+00,2.718281828459e+00,1.359138049839e-05
exp(x),Backward,1.000000000000e-06,2.718280469161e+00,2.718281828459e+00,1.359298483994e-06
exp(x),Central,1.000000000000e-01,2.722814563947e+00,2.718281828459e+00,4.532735488373e-03
exp(x),Central,1.000000000000e-02,2.718327133383e+00,2.718281828459e+00,4.530492366905e-05
exp(x),Central,1.000000000000e-03,2.718282281506e+00,2.718281828459e+00,4.530466788388e-07
exp(x),Central,1.000000000000e-04,2.718281832990e+00,2.718281828459e+00,4.530565700378e-09
exp(x),Central,1.000000000000e-05,2.718281828518e+00,2.718281828459e+00,5.858691309868e-11
exp(x),Central,1.000000000000e-06,2.718281828296e+00,2.718281828459e+00,1.634572477371e-10
sin(x),Forward,1.000000000000e-01,4.973637525354e-01,5.403023058681e-01,4.293855333275e-02
sin(x),Forward,1.000000000000e-02,5.360859810119e-01,5.403023058681e-01,4.216324856271e-03
sin(x),Forward,1.000000000000e-03,5.398814803603e-01,5.403023058681e-01,4.208255078129e-04
sin(x),Forward,1.000000000000e-04,5.402602314186e-01,5.403023058681e-01,4.207444951865e-05
sin(x),Forward,1.000000000000e-05,5.402980985059e-01,5.403023058681e-01,4.207362275022e-06
sin(x),Forward,1.000000000000e-06,5.403018851213e-01,5.403023058681e-01,4.207468093931e-07
sin(x),Backward,1.000000000000e-01,5.814407518041e-01,5.403023058681e-01,4.113844593599e-02
sin(x),Backward,1.000000000000e-02,5.445006207376e-01,5.403023058681e-01,4.198314869458e-03
sin(x),Backward,1.000000000000e-03,5.407229512751e-01,5.403023058681e-01,4.206454069124e-04
sin(x),Backward,1.000000000000e-04,5.403443785168e-01,5.403023058681e-01,4.207264865963e-05
sin(x),Backward,1.000000000000e-05,5.403065132081e-01,5.403023058681e-01,4.207339993290e-06
sin(x),Backward,1.000000000000e-06,5.403027266704e-01,5.403023058681e-01,4.208022432728e-07
sin(x),Central,1.000000000000e-01,5.394022521698e-01,5.403023058681e-01,9.000536983798e-04
sin(x),Central,1.000000000000e-02,5.402933008747e-01,5.403023058681e-01,9.004993406281e-06
sin(x),Central,1.000000000000e-03,5.403022158177e-01,5.403023058681e-01,9.005045020771e-08
sin(x),Central,1.000000000000e-04,5.403023049677e-01,5.403023058681e-01,9.004295087323e-10
sin(x),Central,1.000000000000e-05,5.403023058570e-01,5.403023058681e-01,1.114086600751e-11
sin(x),Central,1.000000000000e-06,5.403023058959e-01,5.403023058681e-01,2.771693985437e-11
x^3 - 2x + 1,Forward,1.000000000000e-01,1.310000000000e+00,1.000000000000e+00,3.100000000000e-01
x^3 - 2x + 1,Forward,1.000000000000e-02,1.030100000000e+00,1.000000000000e+00,3.009999999999e-02
x^3 - 2x + 1,Forward,1.000000000000e-03,1.003001000000e+00,1.000000000000e+00,3.000999999726e-03
x^3 - 2x + 1,Forward,1.000000000000e-04,1.000300009999e+00,1.000000000000e+00,3.000099989556e-04
x^3 - 2x + 1,Forward,1.000000000000e-05,1.000030000098e+00,1.000000000000e+00,3.000009785126e-05
x^3 - 2x + 1,Forward,1.000000000000e-06,1.000002999962e+00,1.000000000000e+00,2.999962390504e-06
x^3 - 2x + 1,Backward,1.000000000000e-01,7.100000000000e-01,1.000000000000e+00,2.900000000000e-01
x^3 - 2x + 1,Backward,1.000000000000e-02,9.701000000000e-01,1.000000000000e+00,2.989999999998e-02
x^3 - 2x + 1,Backward,1.000000000000e-03,9.970010000000e-01,1.000000000000e+00,2.999000000003e-03
x^3 - 2x + 1,Backward,1.000000000000e-04,9.997000100004e-01,1.000000000000e+00,2.999899996183e-04
x^3 - 2x + 1,Backward,1.000000000000e-05,9.999700000929e-01,1.000000000000e+00,2.999990711328e-05
x^3 - 2x + 1,Backward,1.000000000000e-06,9.999970000951e-01,1.000000000000e+00,2.999904879175e-06
x^3 - 2x + 1,Central,1.000000000000e-01,1.010000000000e+00,1.000000000000e+00,1.000000000000e-02
x^3 - 2x + 1,Central,1.000000000000e-02,1.000100000000e+00,1.000000000000e+00,1.000000000038e-04
x^3 - 2x + 1,Central,1.000000000000e-03,1.000001000000e+00,1.000000000000e+00,9.999998615839e-07
x^3 - 2x + 1,Central,1.000000000000e-04,1.000000010000e+00,1.000000000000e+00,9.999668648675e-09
x^3 - 2x + 1,Central,1.000000000000e-05,1.000000000095e+00,1.000000000000e+00,9.536904599372e-11
x^3 - 2x + 1,Central,1.000000000000e-06,1.000000000029e+00,1.000000000000e+00,2.875566451621e-11
